brand,model,year,mileage,fuelType,transmission,condition,location,price
Mercedes,GLC 200,2020,96991,Hybrid,Automatic,used,Cairo,5468482.52
Audi,Q3,2005,300000,Petrol,Manual,very_used,Gharbia,776547.68
MG,ZS,2020,56517,Petrol,Manual,used,Cairo,1042459.25
MG,ZS,2015,125474,Petrol,Manual,very_used,Cairo,577500.8
BMW,X3,2016,148649,Petrol,Automatic,very_used,Giza,2597932.91
Chevrolet,Optra,2019,63972,Petrol,Manual,very_used,Gharbia,399201.35
MG,MG 5,1999,300000,Petrol,Manual,used,Sharqia,160629.38
Hyundai,Tucson,2010,154805,Petrol,Automatic,used,Alexandria,741932.35
Chevrolet,Optra,2021,83485,Petrol,Automatic,used,Alexandria,525360.18
Chevrolet,Optra,2018,130605,Diesel,Automatic,used,Qalyubia,423439.12
Chevrolet,Aveo,2012,265610,Petrol,Manual,very_used,Sharqia,171583.79
Hyundai,Tucson,2017,173228,Petrol,Automatic,very_used,Ismailia,884101.04
Hyundai,Accent RB,2006,280886,Petrol,Automatic,used,Giza,196138.95
Kia,Rio,2006,300000,Petrol,Manual,used,Cairo,221566.97
Chevrolet,Optra,2008,241493,Petrol,Automatic,very_used,Monufia,161527.12
Kia,Sportage,2014,282809,Diesel,Automatic,very_used,Giza,667867.3
Honda,Accord,2019,81838,Petrol,Automatic,used,Alexandria,1806099.38
Toyota,Camry,2019,133338,Diesel,Automatic,very_used,Cairo,1414325.09
Kia,Rio,2010,284966,Petrol,Automatic,used,Gharbia,280672.83
Kia,Sportage,2021,53272,Petrol,Automatic,used,Gharbia,1584832.68
Chevrolet,Aveo,2003,300000,Diesel,Automatic,very_used,Giza,104660.1
Toyota,Corolla,2008,246206,Petrol,Manual,used,Cairo,401039.94
Kia,Sportage,2016,168201,Petrol,Automatic,used,Cairo,1134369.01
Nissan,Sunny,2013,171929,Petrol,Automatic,very_used,Dakahlia,266623.85
Audi,A3,2022,49832,Petrol,Automatic,used,Cairo,2716919.23
Hyundai,Tucson,2000,300000,Petrol,Automatic,used,Giza,332854.93
MG,MG 5,2010,198394,Petrol,Automatic,used,Cairo,353831.12
MG,ZS,2007,300000,Petrol,Manual,used,Cairo,322160.18
Kia,Cerato,2015,228848,Petrol,Automatic,very_used,Monufia,415648.25
Hyundai,Elantra AD,2001,300000,Petrol,Automatic,used,Cairo,204270.21
Skoda,Octavia,2016,164882,Petrol,Manual,very_used,Sharqia,675870.04
Honda,Accord,1999,283743,Petrol,Manual,used,Giza,433014.43
Kia,Cerato,2018,144009,Hybrid,Automatic,very_used,Qalyubia,640517.42
Chevrolet,Aveo,2013,196598,Diesel,Automatic,very_used,Gharbia,223036.54
Honda,CR-V,2018,109018,Hybrid,Automatic,very_used,Cairo,1814726.25
Honda,Accord,2019,128547,Petrol,Automatic,very_used,Cairo,1413077.68
Honda,CR-V,2020,86889,Petrol,Automatic,used,Sharqia,2117734.64
Kia,Sportage,2009,300000,Diesel,Automatic,used,Cairo,570868.0
Chevrolet,Optra,2014,169358,Petrol,Automatic,very_used,Dakahlia,268885.41
Chevrolet,Captiva,2018,135572,Hybrid,Manual,very_used,Suez,803013.13
Hyundai,Tucson,2021,50220,Petrol,Automatic,used,Cairo,1499541.31
Toyota,Corolla,2017,133854,Petrol,Automatic,used,Cairo,774449.35
Toyota,Yaris,1999,300000,Petrol,Automatic,very_used,Alexandria,160789.23
Hyundai,Elantra AD,2013,218812,Petrol,Automatic,very_used,Gharbia,370509.39
Hyundai,Elantra AD,2000,300000,Petrol,Manual,very_used,Alexandria,157202.29
Nissan,X-Trail,2013,233077,Petrol,Manual,very_used,Cairo,754656.25
Nissan,Qashqai,2017,115170,Petrol,Manual,used,Giza,978956.15
Kia,Rio,2016,187482,Petrol,Automatic,used,Giza,440541.11
Nissan,Qashqai,2011,181243,Petrol,Manual,very_used,Giza,546715.83
Toyota,Corolla,2004,263697,Petrol,Automatic,used,Giza,323560.23
MG,MG 5,2018,80755,Hybrid,Automatic,very_used,Cairo,570783.63
Nissan,Qashqai,2014,193341,Petrol,Automatic,used,Cairo,754973.03
Chevrolet,Captiva,2018,126770,Diesel,Automatic,very_used,Qalyubia,807495.85
Hyundai,Accent RB,2012,207464,Petrol,Automatic,very_used,Giza,251745.87
MG,RX5,2011,219989,Petrol,Automatic,very_used,Cairo,555975.33
Hyundai,Accent RB,2014,220603,Petrol,Automatic,very_used,Giza,268696.96
Mercedes,E200,2007,243007,Petrol,Automatic,used,Cairo,1950757.62
Honda,Civic,2022,44293,Petrol,Automatic,very_used,Suez,1162068.8
Kia,Sportage,2010,243604,Petrol,Automatic,used,Giza,663378.69
Kia,Cerato,2022,48248,Petrol,Manual,used,Cairo,945831.86
Hyundai,Elantra AD,2017,119951,Petrol,Manual,used,Cairo,622695.1
Hyundai,Elantra AD,2024,4818,Petrol,Manual,new,Cairo,1135501.54
Audi,Q3,2013,124441,Petrol,Automatic,very_used,Cairo,1831484.15
Toyota,Corolla,2005,300000,Petrol,Manual,very_used,Cairo,255677.6
Hyundai,Tucson,2008,300000,Petrol,Manual,used,Cairo,524957.69
Chevrolet,Optra,2017,156239,Diesel,Automatic,used,Dakahlia,379168.24
Toyota,Fortuner,2012,267832,Petrol,Automatic,used,Sharqia,1134877.22
MG,RX5,2009,249479,Petrol,Automatic,very_used,Alexandria,444056.33
Chevrolet,Captiva,2020,88586,Petrol,Automatic,very_used,Sharqia,898408.92
Hyundai,Elantra AD,2019,127336,Diesel,Manual,used,Dakahlia,689120.58
Toyota,Corolla,2000,300000,Petrol,Manual,used,Giza,226493.39
Nissan,Sunny,2015,130147,Petrol,Manual,used,Cairo,399500.83
MG,MG 5,2007,300000,Petrol,Automatic,very_used,Ismailia,199349.9
Nissan,Qashqai,2010,277062,Petrol,Automatic,very_used,Alexandria,438287.99
Chevrolet,Captiva,2019,104453,Petrol,Automatic,used,Cairo,1055475.7
Skoda,Kamiq,2020,73745,Petrol,Automatic,used,Gharbia,1364765.6
Chevrolet,Aveo,2016,129079,Petrol,Manual,very_used,Qalyubia,273850.22
Chevrolet,Captiva,2015,164537,Petrol,Manual,used,Dakahlia,731352.09
Kia,Sportage,2008,276341,Petrol,Automatic,new,Ismailia,598471.26
Kia,Cerato,2014,193099,Petrol,Automatic,used,Cairo,526989.39
Hyundai,Elantra AD,2013,143041,Hybrid,Automatic,very_used,Alexandria,465729.73
Skoda,Kodiaq,2021,82130,Petrol,Automatic,very_used,Gharbia,1620558.85
Toyota,Yaris,2002,300000,Petrol,Automatic,very_used,Cairo,198822.5
Toyota,Corolla,2006,300000,Diesel,Manual,very_used,Sharqia,271444.8
Toyota,Fortuner,2002,300000,Petrol,Manual,used,Cairo,662610.7
Toyota,Corolla,2002,300000,Petrol,Manual,used,Cairo,251976.09
MG,RX5,2016,133052,Petrol,Automatic,used,Sharqia,953967.8
Mercedes,E200,2012,300000,Petrol,Automatic,used,Alexandria,2160860.85
Honda,Civic,2020,95526,Hybrid,Automatic,used,Cairo,1331675.27
MG,RX5,2000,292546,Petrol,Automatic,very_used,Cairo,270508.47
Nissan,Sunny,2014,219129,Petrol,Automatic,very_used,Giza,279639.83
MG,MG 5,2001,300000,Petrol,Automatic,new,Giza,202140.38
Toyota,Corolla,2021,69182,Petrol,Automatic,used,Cairo,1024162.45
Mercedes,GLC 200,2019,88276,Petrol,Automatic,used,Giza,4927400.22
Skoda,Kamiq,2011,225498,Petrol,Automatic,very_used,Alexandria,550380.06
Chevrolet,Optra,2019,119629,Diesel,Automatic,very_used,Giza,392742.23
Hyundai,Elantra AD,2016,107165,Petrol,Manual,very_used,Qalyubia,527687.74
Audi,A4,2002,300000,Petrol,Manual,used,Alexandria,784093.15
Toyota,Fortuner,2004,264411,Petrol,Automatic,very_used,Monufia,655704.27
MG,ZS,2002,300000,Diesel,Automatic,very_used,Cairo,228161.51
Chevrolet,Optra,2008,270519,Diesel,Automatic,used,Giza,197671.18
Toyota,Yaris,2009,300000,Petrol,Automatic,used,Sharqia,318428.5
MG,ZS,1999,300000,Petrol,Manual,very_used,Ismailia,177463.95
Toyota,Fortuner,2015,144633,Petrol,Automatic,used,Giza,1703040.1
Chevrolet,Aveo,2006,297702,Petrol,Manual,used,Giza,143414.56
MG,ZS,2020,114643,Petrol,Automatic,used,Cairo,973949.81
Hyundai,Tucson,1998,300000,Petrol,Manual,very_used,Cairo,256149.49
Kia,Sportage,2005,269365,Petrol,Automatic,very_used,Giza,426943.29
Hyundai,Elantra AD,2019,130380,Petrol,Manual,used,Monufia,698616.48
Audi,Q3,2012,192218,Petrol,Automatic,very_used,Dakahlia,1524525.12
Hyundai,Tucson,2011,224783,Petrol,Automatic,used,Giza,688614.45
Skoda,Kamiq,2005,300000,Hybrid,Manual,very_used,Cairo,375893.77
BMW,320i,2014,150654,Petrol,Automatic,very_used,Giza,1391348.22
Chevrolet,Aveo,2020,96167,Petrol,Automatic,used,Alexandria,444520.77
Skoda,Octavia,2004,300000,Petrol,Automatic,very_used,Gharbia,274728.6
Kia,Rio,2013,196377,Petrol,Manual,very_used,Cairo,324152.88
Hyundai,Tucson,2020,72432,Petrol,Automatic,used,Gharbia,1356681.81
Mercedes,E200,2019,144398,Petrol,Automatic,very_used,Cairo,3508845.09
Chevrolet,Captiva,2010,227162,Petrol,Manual,very_used,Monufia,407846.28
Kia,Rio,2000,300000,Petrol,Manual,very_used,Cairo,137088.49
Honda,Civic,2002,300000,Petrol,Manual,very_used,Gharbia,269061.36
BMW,520i,2024,4891,Petrol,Automatic,new,Dakahlia,5628855.59
BMW,X1,2015,210978,Diesel,Automatic,used,Qalyubia,1705953.57
Chevrolet,Aveo,2014,167035,Petrol,Automatic,very_used,Dakahlia,240402.83
Hyundai,Elantra AD,2021,71921,Petrol,Automatic,used,Cairo,846703.29
Skoda,Kodiaq,2006,262389,Petrol,Automatic,very_used,Dakahlia,588035.94
Kia,Sportage,2020,71679,Hybrid,Automatic,used,Dakahlia,1621677.72
Kia,Sportage,2005,300000,Petrol,Manual,very_used,Alexandria,396631.28
Audi,A3,2016,165063,Petrol,Automatic,used,Giza,1575558.13
Honda,CR-V,2001,300000,Petrol,Manual,used,Cairo,542807.19
BMW,X1,2009,218318,Petrol,Automatic,used,Qalyubia,1289289.14
Toyota,Yaris,2012,279189,Petrol,Automatic,used,Dakahlia,417479.93
Kia,Cerato,2003,300000,Petrol,Manual,very_used,Cairo,192613.27
Honda,CR-V,2009,300000,Petrol,Manual,used,Monufia,823506.66
BMW,320i,2018,162969,Petrol,Automatic,very_used,Giza,1608511.09
Nissan,X-Trail,2012,259238,Petrol,Automatic,very_used,Assiut,651424.46
Kia,Rio,2011,239366,Petrol,Automatic,used,Giza,334296.91
Honda,Civic,2021,86791,Petrol,Automatic,used,Cairo,1304243.04
Hyundai,Tucson,2009,228324,Petrol,Automatic,used,Alexandria,616386.44
Honda,Accord,2011,88162,Petrol,Automatic,used,Cairo,1179401.38
Toyota,Fortuner,2008,300000,Petrol,Manual,used,Alexandria,910351.73
Toyota,Fortuner,2015,90297,Hybrid,Automatic,used,Luxor,1902866.45
Skoda,Octavia,2014,175347,Petrol,Automatic,used,Dakahlia,745377.22
Toyota,Yaris,2017,139068,Petrol,Manual,used,Giza,637764.44
Honda,CR-V,2017,146798,Hybrid,Automatic,very_used,Monufia,1461705.64
Chevrolet,Captiva,2017,153448,Petrol,Automatic,used,Cairo,854169.42
Hyundai,Elantra AD,2020,79287,Petrol,Manual,used,Qalyubia,789986.76
Kia,Rio,2013,219493,Petrol,Automatic,very_used,Giza,298834.06
Toyota,Yaris,2014,211646,Petrol,Automatic,very_used,Sharqia,422765.72
Kia,Rio,2012,233673,Petrol,Automatic,very_used,Sharqia,279890.33
Chevrolet,Optra,2002,300000,Petrol,Automatic,used,Cairo,132872.01
Kia,Cerato,2005,300000,Petrol,Manual,very_used,Gharbia,204449.9
Mercedes,C180,2022,58966,Petrol,Automatic,used,Monufia,3258669.18
Chevrolet,Aveo,2004,258794,Petrol,Automatic,used,Cairo,147655.17
Hyundai,Tucson,2014,208050,Petrol,Automatic,used,Cairo,859844.01
Hyundai,Tucson,2020,85568,Petrol,Automatic,very_used,Cairo,1166877.9
Kia,Sportage,2009,300000,Petrol,Automatic,very_used,Gharbia,472689.62
Honda,CR-V,2020,41929,Hybrid,Automatic,used,Cairo,2428646.2
Hyundai,Elantra AD,2012,262359,Diesel,Automatic,very_used,Ismailia,325693.72
Kia,Sportage,2009,282885,Petrol,Manual,used,Sharqia,560689.53
Chevrolet,Optra,2016,140610,Petrol,Manual,used,Sharqia,354881.68
Toyota,Camry,2001,300000,Petrol,Automatic,very_used,Gharbia,400040.65
Nissan,X-Trail,2008,187350,Diesel,Manual,used,Qalyubia,716965.78
Kia,Rio,2006,300000,Petrol,Manual,new,Giza,232207.58
BMW,X1,2016,149917,Petrol,Automatic,very_used,Giza,1726859.02
Toyota,Fortuner,2021,45722,Petrol,Automatic,used,Giza,2821372.9
Toyota,Fortuner,2021,99297,Hybrid,Automatic,used,Alexandria,2675014.55
Toyota,Fortuner,2011,250440,Petrol,Automatic,used,Cairo,1186869.34
Chevrolet,Captiva,2017,178534,Petrol,Automatic,used,Sharqia,795191.36
Honda,CR-V,2014,239022,Hybrid,Automatic,very_used,Alexandria,1117937.87
Hyundai,Tucson,2013,225428,Petrol,Manual,very_used,Cairo,640208.4
Hyundai,Elantra AD,2021,43177,Diesel,Automatic,used,Cairo,917546.17
Honda,Civic,2025,13613,Hybrid,Automatic,very_used,Cairo,1608885.78
Hyundai,Accent RB,2019,85878,Petrol,Automatic,new,Cairo,580133.53
Honda,Civic,2005,285082,Petrol,Manual,used,Alexandria,377224.84
Kia,Cerato,2014,130332,Petrol,Manual,used,Sharqia,539905.7
Hyundai,Tucson,2012,226725,Petrol,Automatic,used,Suez,712426.38
Kia,Cerato,2011,253598,Petrol,Automatic,very_used,Qalyubia,343628.46
Hyundai,Accent RB,2010,244742,Petrol,Automatic,used,Cairo,262008.83
MG,ZS,2016,144160,Petrol,Automatic,very_used,Gharbia,567847.46
Hyundai,Elantra AD,2016,141281,Petrol,Automatic,used,Giza,582585.41
MG,ZS,2010,280747,Petrol,Automatic,very_used,Cairo,335886.56
Toyota,Fortuner,2020,74766,Petrol,Automatic,used,Qalyubia,2584721.58
Hyundai,Tucson,2009,295550,Petrol,Manual,used,Cairo,527064.3
Hyundai,Accent RB,2013,151794,Diesel,Manual,used,Dakahlia,355630.18
Kia,Cerato,2004,270223,Petrol,Automatic,used,Cairo,262069.72
Toyota,Yaris,1997,300000,Petrol,Automatic,new,Dakahlia,186520.99
MG,MG 5,2015,157104,Petrol,Automatic,used,Dakahlia,499482.05
Skoda,Octavia,2013,256500,Petrol,Automatic,used,Cairo,619480.61
Toyota,Yaris,2001,300000,Petrol,Automatic,used,Assiut,222310.55
Kia,Cerato,2013,210062,Petrol,Manual,used,Alexandria,447853.77
Audi,A4,2013,198747,Petrol,Automatic,very_used,Ismailia,1389669.6
Kia,Sportage,2018,128803,Petrol,Automatic,very_used,Cairo,1055021.3
Honda,CR-V,2013,189226,Petrol,Manual,very_used,Giza,998333.69
Honda,Civic,2019,102407,Petrol,Automatic,used,Cairo,1172936.43
Hyundai,Tucson,2020,28965,Petrol,Automatic,very_used,Giza,1340638.63
MG,MG 5,2019,135172,Petrol,Automatic,very_used,Cairo,542300.12
Skoda,Octavia,2023,15865,Petrol,Automatic,new,Cairo,1718439.51
Kia,Cerato,2013,300000,Petrol,Automatic,very_used,Cairo,334945.1
Audi,Q3,2016,123994,Petrol,Automatic,very_used,Cairo,2062197.2
Honda,Accord,2013,205256,Petrol,Automatic,used,Ismailia,1020441.86
Kia,Sportage,2016,108890,Petrol,Manual,very_used,Ismailia,939935.77
Kia,Cerato,2018,70987,Petrol,Automatic,very_used,Dakahlia,660352.84
Chevrolet,Optra,2011,214004,Petrol,Manual,used,Sharqia,244318.99
Nissan,Sunny,2007,300000,Petrol,Automatic,very_used,Ismailia,158961.63
Kia,Sportage,2019,86397,Petrol,Automatic,very_used,Suez,1179310.4
Chevrolet,Captiva,2019,125841,Hybrid,Manual,very_used,Dakahlia,889986.28
Honda,CR-V,2007,300000,Petrol,Automatic,used,Cairo,783857.61
Mercedes,GLC 200,2007,300000,Petrol,Automatic,very_used,Giza,1479240.04
Kia,Cerato,2010,229570,Petrol,Manual,used,Cairo,395285.52
Nissan,Sunny,2011,244823,Petrol,Manual,very_used,Giza,208221.29
Nissan,Sunny,2000,300000,Petrol,Manual,used,Gharbia,119603.65
Skoda,Kamiq,2017,104827,Diesel,Automatic,used,Giza,1144922.94
Kia,Sportage,2003,285947,Diesel,Manual,used,Qalyubia,440349.15
Chevrolet,Aveo,2022,61997,Petrol,Automatic,used,Cairo,514455.28
Chevrolet,Aveo,2021,80475,Petrol,Manual,used,Dakahlia,427667.42
Audi,A3,2018,140294,Petrol,Automatic,very_used,Cairo,1591693.52
Mercedes,E200,2007,300000,Petrol,Automatic,very_used,Aswan,1257521.85
BMW,X3,2011,142445,Diesel,Automatic,used,Giza,2482364.82
Honda,CR-V,2008,278050,Petrol,Automatic,used,Cairo,821229.73
Toyota,Yaris,2014,221391,Diesel,Automatic,used,Giza,533583.97
Hyundai,Tucson,2015,201608,Petrol,Automatic,used,Cairo,874925.47
Hyundai,Elantra AD,2013,126065,Petrol,Automatic,used,Cairo,556424.29
Chevrolet,Aveo,2020,88316,Hybrid,Automatic,used,Alexandria,463267.14
BMW,520i,2022,65634,Petrol,Automatic,used,Assiut,4102840.63
Nissan,Sunny,2009,215512,Petrol,Automatic,very_used,Cairo,209872.19
Nissan,Qashqai,2005,300000,Petrol,Manual,very_used,Cairo,330576.5
Toyota,Yaris,2020,96460,Petrol,Automatic,used,Cairo,905407.83
Nissan,Sunny,2020,99956,Petrol,Automatic,used,Sharqia,551243.4
Hyundai,Elantra AD,2014,243562,Petrol,Automatic,new,Alexandria,497054.58
MG,MG 5,2012,275430,Petrol,Manual,very_used,Ismailia,270597.97
Hyundai,Elantra AD,2016,132854,Petrol,Automatic,used,Dakahlia,603707.73
Toyota,Corolla,2013,260332,Petrol,Automatic,used,Dakahlia,501696.15
BMW,X3,2018,120426,Petrol,Automatic,used,Giza,3373456.34
Toyota,Yaris,2017,126732,Petrol,Automatic,used,Gharbia,698107.0
Kia,Cerato,2008,189867,Petrol,Manual,very_used,Giza,320603.85
Kia,Sportage,2009,298184,Petrol,Manual,very_used,Giza,451783.81
Hyundai,Elantra AD,2007,300000,Diesel,Automatic,very_used,Alexandria,245815.33
Kia,Cerato,2015,179092,Petrol,Automatic,very_used,Giza,495186.37
Kia,Rio,2016,173740,Petrol,Manual,very_used,Monufia,376627.02
Audi,A3,2015,142482,Petrol,Automatic,very_used,Cairo,1385426.79
Audi,Q3,2018,134175,Diesel,Automatic,used,Alexandria,2839104.07
Hyundai,Elantra AD,2023,40397,Petrol,Automatic,very_used,Cairo,815277.49
Chevrolet,Optra,2002,300000,Diesel,Automatic,used,Ismailia,129854.55
Honda,Civic,2020,75932,Petrol,Automatic,used,Dakahlia,1280074.01
Kia,Cerato,2016,158948,Petrol,Manual,used,Suez,623623.64
Skoda,Kodiaq,2000,300000,Petrol,Manual,very_used,Cairo,390834.28
Toyota,Corolla,2003,300000,Petrol,Manual,very_used,Giza,232620.83
Chevrolet,Optra,2020,49229,Petrol,Manual,used,Alexandria,510655.61
Mercedes,E200,2024,0,Hybrid,Automatic,used,Monufia,7122277.59
Chevrolet,Aveo,2013,222668,Petrol,Manual,very_used,Alexandria,197650.94
MG,ZS,2012,246046,Petrol,Automatic,very_used,Sharqia,415119.5
MG,ZS,2002,300000,Petrol,Automatic,very_used,Alexandria,226101.58
Honda,Accord,2011,208892,Diesel,Automatic,used,Giza,927888.86
Nissan,Sunny,2008,264844,Petrol,Manual,used,Dakahlia,207553.67
Audi,Q3,2014,238253,Petrol,Automatic,used,Alexandria,1827114.55
MG,RX5,2022,22523,Diesel,Automatic,used,Cairo,1526032.97
BMW,X1,2015,184898,Petrol,Automatic,used,Dakahlia,1851819.39
Nissan,X-Trail,2010,158998,Petrol,Manual,very_used,Cairo,698836.51
Toyota,Corolla,2014,239868,Petrol,Automatic,used,Cairo,576236.9
Skoda,Octavia,2014,157106,Petrol,Automatic,used,Assiut,755068.93
Hyundai,Tucson,1999,300000,Petrol,Automatic,used,Qalyubia,303022.54
Toyota,Fortuner,2019,135432,Petrol,Automatic,used,Cairo,2316372.28
Audi,A4,2009,297280,Petrol,Automatic,very_used,Cairo,963243.48
BMW,X1,2018,121187,Petrol,Automatic,very_used,Monufia,1864196.56
Skoda,Kamiq,2010,300000,Petrol,Automatic,very_used,Qalyubia,451791.64
Hyundai,Elantra AD,2005,300000,Petrol,Manual,very_used,Giza,208795.29
Kia,Cerato,2013,189920,Petrol,Automatic,used,Dakahlia,484129.52
BMW,520i,2006,203382,Petrol,Manual,very_used,Cairo,1236165.21
Chevrolet,Optra,2001,300000,Diesel,Manual,very_used,Giza,101167.93
Nissan,Qashqai,2014,222739,Petrol,Automatic,used,Cairo,732503.34
Skoda,Kodiaq,2004,239987,Diesel,Automatic,used,Alexandria,688513.82
MG,ZS,2019,86015,Petrol,Automatic,used,Qalyubia,939473.66
MG,ZS,2018,123619,Petrol,Manual,used,Qalyubia,814332.17
Skoda,Kodiaq,2023,30853,Hybrid,Automatic,used,Cairo,2589773.64
MG,MG 5,2011,300000,Hybrid,Automatic,very_used,Cairo,270176.25
Kia,Cerato,2013,202224,Hybrid,Automatic,used,Giza,510285.82
Honda,Accord,2013,250499,Petrol,Manual,used,Cairo,951141.89
Chevrolet,Captiva,2020,92834,Petrol,Automatic,used,Monufia,1087445.93
Toyota,Corolla,2005,300000,Petrol,Manual,very_used,Alexandria,252224.85
Kia,Cerato,2002,300000,Petrol,Automatic,used,Cairo,239306.98
Hyundai,Elantra AD,2011,268661,Petrol,Automatic,very_used,Assiut,292445.09
Mercedes,C180,2015,164320,Petrol,Automatic,very_used,Qalyubia,1662972.48
Skoda,Octavia,2005,300000,Petrol,Automatic,used,Suez,365717.51
Chevrolet,Aveo,2012,234355,Petrol,Manual,used,Dakahlia,212577.92
Mercedes,C180,2008,292947,Petrol,Automatic,very_used,Sharqia,891101.14
Kia,Cerato,2008,300000,Petrol,Manual,used,Cairo,294447.7
Nissan,Sunny,2017,144875,Diesel,Automatic,very_used,Sharqia,355601.97
Honda,Accord,2012,154801,Petrol,Manual,very_used,Dakahlia,877332.49
Kia,Cerato,2021,46161,Petrol,Automatic,used,Luxor,909333.76
Kia,Sportage,2013,213469,Petrol,Automatic,used,Giza,809467.06
Hyundai,Tucson,2017,122486,Petrol,Manual,very_used,Alexandria,950967.16
Toyota,Fortuner,2007,282349,Petrol,Automatic,used,Giza,945784.23
Hyundai,Tucson,2015,186116,Petrol,Automatic,used,Cairo,964974.52
BMW,520i,2018,127195,Petrol,Automatic,very_used,Dakahlia,2496972.44
Kia,Sportage,2007,300000,Petrol,Manual,used,Cairo,510599.95
Kia,Sportage,2021,41506,Petrol,Automatic,used,Giza,1717981.36
MG,ZS,2016,108365,Petrol,Manual,used,Suez,776666.06
Hyundai,Tucson,2012,197729,Petrol,Automatic,very_used,Ismailia,648366.47
Toyota,Fortuner,2008,270149,Petrol,Automatic,used,Qalyubia,914131.93
Chevrolet,Captiva,2000,300000,Petrol,Automatic,used,Cairo,284413.99
Toyota,Yaris,2018,126515,Petrol,Automatic,used,Qalyubia,726413.3
Hyundai,Tucson,2023,17770,Petrol,Automatic,used,Aswan,1655947.51
Chevrolet,Optra,2017,92303,Petrol,Automatic,very_used,Cairo,362511.36
Mercedes,GLC 200,2017,210503,Petrol,Automatic,very_used,Suez,2849943.7
Nissan,Sunny,2015,233062,Petrol,Manual,used,Monufia,299801.18
Hyundai,Tucson,2007,250837,Petrol,Manual,used,Suez,521950.61
Hyundai,Accent RB,2012,236182,Petrol,Automatic,very_used,Ismailia,249691.78
Kia,Rio,2009,272650,Petrol,Automatic,very_used,Gharbia,232751.24
Chevrolet,Captiva,2009,231714,Petrol,Manual,very_used,Alexandria,391336.64
MG,ZS,2011,212370,Petrol,Automatic,very_used,Cairo,444720.51
Nissan,X-Trail,2007,287721,Petrol,Manual,very_used,Monufia,475710.5
Chevrolet,Optra,2006,300000,Petrol,Automatic,used,Cairo,166367.74
Honda,Civic,2016,145217,Petrol,Automatic,very_used,Cairo,754461.93
BMW,320i,2014,252836,Hybrid,Automatic,very_used,Cairo,1181956.73
Chevrolet,Captiva,2022,47633,Petrol,Manual,used,Dakahlia,1244526.02
Hyundai,Tucson,2017,119202,Petrol,Manual,used,Giza,1071119.43
Kia,Sportage,2004,300000,Petrol,Automatic,used,Qalyubia,443175.94
Hyundai,Tucson,2021,111476,Petrol,Manual,used,Giza,1406756.52
Chevrolet,Optra,2009,300000,Petrol,Automatic,used,Sharqia,186241.01
Nissan,Sunny,2008,300000,Petrol,Automatic,very_used,Cairo,174743.74
Skoda,Kodiaq,2012,261184,Petrol,Manual,used,Gharbia,892743.03
Honda,CR-V,2011,228575,Diesel,Automatic,very_used,Monufia,871467.89
Nissan,Qashqai,2024,7392,Petrol,Automatic,new,Qalyubia,1772051.59
Kia,Cerato,2013,113943,Diesel,Automatic,very_used,Monufia,488428.08
BMW,X3,2001,300000,Petrol,Manual,used,Sharqia,967490.14
Hyundai,Accent RB,2018,123472,Petrol,Automatic,used,Cairo,475519.68
Kia,Cerato,2010,241835,Petrol,Manual,very_used,Sharqia,299050.24
Kia,Rio,2006,300000,Petrol,Automatic,very_used,Cairo,195792.28
Hyundai,Accent RB,2020,78074,Diesel,Automatic,used,Cairo,613154.56
